serie,site,zone,TipoDeArea,transect,latitud,estacion,year,profundidad (m),temperatura celsius,hora_num_util,familia,especie,grupo_funcional,grupo_trofico,forrajeo_hr,PF_hr,estado,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Girellidae,Girella laevifrons,Omnivore,Omnivore,0.876168224,0.261083077,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,0.438084112,0.030252317,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.438084112,0.125908736,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,0.438084112,0.030252317,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.876168224,0.225296997,COMPLETO,,,,,,
GH019813,Punta Arenas,Norte,AMERB,8,-21.6323,spring,2022,14.6,14,1.141333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.314252336,0.337945495,COMPLETO,,,,,,
GH010050,Punta el Yeso,Norte,AMERB,1,-23.411305,spring,2022,"7,8 ?",17,0.397166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.258917331,0.172983787,COMPLETO,,,,,,
GH010050,Punta el Yeso,Norte,AMERB,1,-23.411305,spring,2022,"7,8 ?",17,0.397166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.776751993,0.971150126,COMPLETO,,,,,,
GH010050,Punta el Yeso,Norte,AMERB,1,-23.411305,spring,2022,"7,8 ?",17,0.397166667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH010050,Punta el Yeso,Norte,AMERB,1,-23.411305,spring,2022,"7,8 ?",17,0.397166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.258917331,0.402837481,COMPLETO,,,,,,
GH019840,Punta el Yeso,Norte,AMERB,2,-23.411305,spring,2022,"10,5 ?",14,0.687833333,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,2.180760843,0.013505509,COMPLETO,,,,,,
GH019840,Punta el Yeso,Norte,AMERB,2,-23.411305,spring,2022,"10,5 ?",14,0.687833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.726920281,0.166532889,COMPLETO,,,,,,
GH019840,Punta el Yeso,Norte,AMERB,2,-23.411305,spring,2022,"10,5 ?",14,0.687833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.180760843,1.240655033,COMPLETO,,,,,,
GH019840,Punta el Yeso,Norte,AMERB,2,-23.411305,spring,2022,"10,5 ?",14,0.687833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.180760843,1.036228379,COMPLETO,,,,,,
GH019840,Punta el Yeso,Norte,AMERB,2,-23.411305,spring,2022,"10,5 ?",14,0.687833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.180760843,1.595661004,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Pomacentridae,Chromis crusma,Planktivore,Planctivoro,0.839865622,0.016069871,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,5.039193729,0.374705188,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.839865622,0.241383825,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.519596865,0.724151476,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.839865622,0.241383825,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.839865622,0.298123101,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,7.558790594,2.683107905,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.679731243,0.596246201,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.519596865,0.894369302,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,9.238521837,2.956209094,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.519596865,1.089644367,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.359462486,1.074985125,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.839865622,0.363214789,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.519596865,1.089644367,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.519596865,0.647886548,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.839865622,0.241383825,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.679731243,0.482767651,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.359462486,1.192492402,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,5.039193729,0.600546834,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.679731243,0.537492562,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.679731243,0.596246201,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.679731243,0.38481592,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.839865622,0.19240796,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.359462486,1.192492402,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,10.91825308,3.875600307,COMPLETO,,,,,,
GH010051,Punta el Yeso,Norte,AMERB,4,-23.411305,spring,2022,7.7,17,0.595333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,67.18924972,23.84984804,COMPLETO,,,,,,
GH010052,Carrizal Bajo,Norte Centro,AMERB,1,-28.069027,,2022,,,0.193833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,5.159071367,1.831290998,COMPLETO,,,,,,
GH010052,Carrizal Bajo,Norte Centro,AMERB,1,-28.069027,,2022,,,0.193833333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.579535684,0.915645499,COMPLETO,,,,,,
GH010052,Carrizal Bajo,Norte Centro,AMERB,1,-28.069027,,2022,,,0.193833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH010053,Carrizal Bajo,Norte Centro,AMERB,3,-28.069027,,2022,14.9,15,0.530333333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010053,Carrizal Bajo,Norte Centro,AMERB,3,-28.069027,,2022,14.9,15,0.530333333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019845,Carrizal Bajo,Norte Centro,AMERB,7,-28.069027,,2022,16,14,0.256166667,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,1.951854262,0.045903373,COMPLETO,,,,,,
GH019845,Carrizal Bajo,Norte Centro,AMERB,7,-28.069027,,2022,16,14,0.256166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,5.855562785,2.07852124,COMPLETO,,,,,,
GH019844,Carrizal Bajo,Norte Centro,AMERB,8,-28.069027,,2022,,,0.348333333,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,17.22488038,0.323858786,COMPLETO,,,,,,
GH019844,Carrizal Bajo,Norte Centro,AMERB,8,-28.069027,,2022,,,0.348333333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019843,Carrizal Bajo,Norte Centro,AMERB,10,-28.069027,,2022,,,0.8405,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,1.784651993,0.026349444,COMPLETO,,,,,,
GH019843,Carrizal Bajo,Norte Centro,AMERB,10,-28.069027,,2022,,,0.8405,Blenidae,Scartichthys gigas ,Herbivore and Detritivore,Herbivoro,0.594883998,0.008783148,COMPLETO,,,,,,
GH019843,Carrizal Bajo,Norte Centro,AMERB,10,-28.069027,,2022,,,0.8405,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019764,Punta de Tralca,Central,ALA,1,-33.424426,,2022,12.6,13,0.5055,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019764,Punta de Tralca,Central,ALA,1,-33.424426,,2022,12.6,13,0.5055,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019765,Punta de Tralca,Central,ALA,2,-33.424426,,2022,13.6,13,0.358666667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019765,Punta de Tralca,Central,ALA,2,-33.424426,,2022,13.6,13,0.358666667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH020705,Las Cruces,Central,AMERB,1,-33.495009,winter,2023,10.4,14,1.140833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.944485026,0.040791367,COMPLETO,,,,,,
GH020705,Las Cruces,Central,AMERB,1,-33.495009,winter,2023,10.4,14,1.140833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.876552228,0.009064748,COMPLETO,,,,,,
GH020705,Las Cruces,Central,AMERB,1,-33.495009,winter,2023,10.4,14,1.140833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010366,Las Cruces,Central,AMERB,2,-33.495009,winter,2023,12.3,13,0.386666667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010366,Las Cruces,Central,AMERB,2,-33.495009,winter,2023,12.3,13,0.386666667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH010059,Chañaral de Aceituno,Norte Centro,AMCP,1,-29.071608,spring,2022,17.5,NiD,0.445833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010059,Chañaral de Aceituno,Norte Centro,AMCP,1,-29.071608,spring,2022,17.5,NiD,0.445833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019853,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,spring,2022,18.99,13.6,0.563333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.775147929,0.630115808,COMPLETO,,,,,,
GH019853,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,spring,2022,18.99,13.6,0.563333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,7.98816568,0.81996183,COMPLETO,,,,,,
GH019853,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,spring,2022,18.99,13.6,0.563333333,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.887573964,0.139728989,COMPLETO,,,,,,
GH019853,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,spring,2022,18.99,13.6,0.563333333,Pinguipedidae,Pinguipes chilensis,General Carnivore ,Carnivoro,0.887573964,0.268034336,COMPLETO,,,,,,
GH019853,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,spring,2022,18.99,13.6,0.563333333,Pinguipedidae,Pinguipes chilensis,General Carnivore ,Carnivoro,0.887573964,0.268034336,COMPLETO,,,,,,
GH019853,Chañaral de Aceituno,Norte Centro,AMCP,2,-29.071608,spring,2022,18.99,13.6,0.563333333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GH019855,Chañaral de Aceituno,Norte Centro,AMCP,3,-29.071608,spring,2022,20.3,13,0.231166667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH019855,Chañaral de Aceituno,Norte Centro,AMCP,3,-29.071608,spring,2022,20.3,13,0.231166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,2.162941601,0.006735853,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.536622844,0.545447694,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.512207615,0.181815898,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.512207615,0.181815898,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,5.122076148,0.124120249,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.536622844,0.037236075,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.536622844,0.037236075,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.512207615,0.012412025,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,5.634283763,0.058266196,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.02441523,0.02482405,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.536622844,0.002042191,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.536622844,0.037236075,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.02441523,0.010593854,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.048830459,0.727263592,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,0.512207615,0.012412025,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.02441523,0.363631796,COMPLETO,,,,,,
GH020058,Chañaral de Aceituno,Norte Centro,AMCP,4,-29.071608,spring,2022,NiD,NiD,0.976166667,Aplodactylidae ,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,7.170906607,5.531743093,COMPLETO,,,,,,
GX010367,Chañaral de Aceituno,Norte Centro,ALA,3,-29.071608,spring,2022,14.6,NiD,0.520833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010367,Chañaral de Aceituno,Norte Centro,ALA,3,-29.071608,spring,2022,14.6,NiD,0.520833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GX010368,Chañaral de Aceituno,Norte Centro,ALA,5,-29.071608,spring,2022,NiD,NiD,0.245333333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010368,Chañaral de Aceituno,Norte Centro,ALA,5,-29.071608,spring,2022,NiD,NiD,0.245333333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010068,Chañaral de Aceituno,Norte Centro,AMERB,1,-29.071608,spring,2022,12,14,0.142833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.500583431,0.036200818,COMPLETO,,,,,,
GH010068,Chañaral de Aceituno,Norte Centro,AMERB,1,-29.071608,spring,2022,12,14,0.142833333,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.500583431,0.01090155,COMPLETO,,,,,,
GH010068,Chañaral de Aceituno,Norte Centro,AMERB,1,-29.071608,spring,2022,12,14,0.142833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Pinguipedidae,Pinguipes chilensis,General Carnivore ,Carnivoro,1.841620626,0.556142453,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,3.683241252,0.060113306,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,12.89134438,0.21039657,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.762430939,0.793943853,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,9.208103131,0.22313453,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,2.762430939,0.066940359,COMPLETO,,,,,,
GH010067,Chañaral de Aceituno,Norte Centro,AMERB,2,-29.071608,spring,2022,NiD,NiD,0.543,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,0.920810313,0.094518484,COMPLETO,,,,,,
GH010066,Chañaral de Aceituno,Norte Centro,AMERB,4,-29.071608,spring,2022,9.5,13,0.481166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,4.156563907,1.475435698,COMPLETO,,,,,,
GH010066,Chañaral de Aceituno,Norte Centro,AMERB,4,-29.071608,spring,2022,9.5,13,0.481166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,2.078281954,0.21332956,COMPLETO,,,,,,
GH010066,Chañaral de Aceituno,Norte Centro,AMERB,4,-29.071608,spring,2022,9.5,13,0.481166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,1.039140977,0.21113765,COMPLETO,,,,,,
GH010066,Chañaral de Aceituno,Norte Centro,AMERB,4,-29.071608,spring,2022,9.5,13,0.481166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,3.11742293,0.895971276,COMPLETO,,,,,,
GH010066,Chañaral de Aceituno,Norte Centro,AMERB,4,-29.071608,spring,2022,9.5,13,0.481166667,Cheilodactylidae,Cheilodactylus variegatus,Movile invertivore,Carnivoro,7.273986838,2.090599644,COMPLETO,,,,,,
GH010066,Chañaral de Aceituno,Norte Centro,AMERB,4,-29.071608,spring,2022,9.5,13,0.481166667,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010373,Chañaral de Aceituno,Norte Centro,AMERB,5,-29.071608,spring,2022,NiD,NiD,0.395833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010373,Chañaral de Aceituno,Norte Centro,AMERB,5,-29.071608,spring,2022,NiD,NiD,0.395833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.418439716,0.004417318,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.418439716,0.004417318,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,4.255319149,0.044005817,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.418439716,0.004417318,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,7.092198582,0.022086592,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Aplodactylidae ,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,4.255319149,0.728171395,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Aplodactylidae ,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,9.929078014,1.699066588,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Aplodactylidae ,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,5.673758865,0.970895193,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Aplodactylidae ,Aplodactylus punctatus,Herbivore and Detritivore,Herbivoro,4.255319149,0.728171395,COMPLETO,,,,,,
GX010369,Chañaral de Aceituno,Norte Centro,AMERB,10,-29.071608,spring,2022,12.9,NiD,0.3525,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.418439716,0.004417318,COMPLETO,,,,,,
GH019708,Ventanas,Central,AMERB,1,-32.7401,summer,2022,NiD,NiD,0.75,Pinguipedidae,Pinguipes chilensis,General Carnivore ,Carnivoro,0.666666667,0.006981149,COMPLETO,,,,,,
GH019708,Ventanas,Central,AMERB,1,-32.7401,summer,2022,NiD,NiD,0.75,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,-29.071608,spring,2022,NiD,NiD,0.337833333,NaN,NaN,NaN,Herbivoro,0,0,COMPLETO,,,,,,
GX010364,Chañaral de Aceituno,Norte Centro,ALA,2,-29.071608,spring,2022,NiD,NiD,0.337833333,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,-29.071608,spring,2022,NiD,NiD,0.671166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,1.489942886,0.015408046,COMPLETO,,,,,,
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,-29.071608,spring,2022,NiD,NiD,0.671166667,NaN,NaN,NaN,Carnivoro,0,0,COMPLETO,,,,,,
GX010363,Chañaral de Aceituno,Norte Centro,ALA,1,-29.071608,spring,2022,NiD,NiD,0.671166667,Blenidae,Scartichthys viridis,Herbivore and Detritivore,Herbivoro,7.449714428,0.044909796,COMPLETO,,,,,,
